Order ID,Order Date,Ship Date,Customer ID,Region,Segment,Category,Sub-Category,Quantity,Unit Price,Sales,Discount,Profit,Year,Month,Ship Delay Days,Profit Margin %
ORD101052,30-12-2023,30-12-2023,CUST1272,South,Consumer,Technology,Phones,9,32.71,294.39,0.05,48.04,2023,01-12-2023,0,16.31848908
ORD101053,26-09-2024,27-09-2024,CUST1018,South,Consumer,Furniture,Bookcases,7,51.56,360.92,0.1,4.4,2024,01-09-2024,1,1.219106727
ORD101054,23-02-2023,27-02-2023,CUST1019,Central,Consumer,Office Supplies,Binders,2,6.39,12.78,0.05,0.66,2023,01-02-2023,4,5.164319249
ORD101055,31-12-2023,06-01-2024,CUST1105,West,Corporate,Furniture,Chairs,9,34.58,311.22,0.1,5.8,2023,01-12-2023,6,1.863633443
ORD101056,30-08-2023,03-09-2023,CUST1114,West,Corporate,Furniture,Bookcases,3,31.96,95.88,0.1,1.86,2023,01-08-2023,4,1.939924906
ORD101057,24-08-2023,29-08-2023,CUST1057,West,Consumer,Office Supplies,Binders,4,27.9,111.6,0.1,10.43,2023,01-08-2023,5,9.345878136
ORD101058,21-11-2024,23-11-2024,CUST1338,South,Consumer,Furniture,Chairs,5,25.67,128.35,0.1,-2.99,2024,01-11-2024,2,-2.329567589
ORD101059,24-01-2022,31-01-2022,CUST1369,West,Consumer,Office Supplies,Labels,5,35.3,176.5,0.1,8.01,2022,01-01-2022,7,4.538243626
ORD101060,31-03-2022,02-04-2022,CUST1372,Central,Corporate,Technology,Phones,1,109.15,109.15,0.05,15.59,2022,01-03-2022,2,14.28309666
ORD101061,16-07-2024,16-07-2024,CUST1326,West,Consumer,Technology,Computers,2,121.7,243.4,0,46.36,2024,01-07-2024,0,19.04683648
ORD101062,22-09-2020,22-09-2020,CUST1328,East,Corporate,Office Supplies,Labels,1,12.34,12.34,0.05,6.15,2020,01-09-2020,0,49.83792545
ORD101063,05-09-2023,07-09-2023,CUST1344,East,Consumer,Office Supplies,Paper,9,0.48,4.32,0.05,-0.84,2023,01-09-2023,2,-19.44444444
ORD101064,12-07-2024,15-07-2024,CUST1165,Central,Consumer,Furniture,Chairs,9,50.69,456.21,0.15,-10.9,2024,01-07-2024,3,-2.389250564
ORD101065,22-11-2023,23-11-2023,CUST1307,East,Consumer,Furniture,Furnishings,9,50.56,455.04,0.2,-25.95,2023,01-11-2023,1,-5.702795359
ORD101066,13-03-2019,15-03-2019,CUST1226,East,Consumer,Furniture,Tables,7,50.87,356.09,0.1,20.5,2019,01-03-2019,2,5.756971552
ORD101067,08-07-2020,11-07-2020,CUST1091,Central,Consumer,Office Supplies,Binders,6,20.39,122.34,0.2,-0.94,2020,01-07-2020,3,-0.768350499
ORD101068,29-12-2022,01-01-2023,CUST1264,East,Consumer,Office Supplies,Pens,4,37.05,148.2,0.2,-10.98,2022,01-12-2022,3,-7.408906883
ORD101069,20-01-2021,27-01-2021,CUST1390,Central,Home Office,Technology,Accessories,5,82.44,412.2,0.2,41.09,2021,01-01-2021,7,9.968461912
ORD101070,18-05-2022,22-05-2022,CUST1315,East,Consumer,Office Supplies,Pens,4,1.37,5.48,0.05,-3.07,2022,01-05-2022,4,-56.02189781
ORD101071,11-08-2020,13-08-2020,CUST1467,Central,Corporate,Office Supplies,Pens,6,3.74,22.44,0.1,5.16,2020,01-08-2020,2,22.99465241
ORD101072,25-10-2022,27-10-2022,CUST1256,East,Consumer,Furniture,Tables,6,3.15,18.9,0.15,-0.86,2022,01-10-2022,2,-4.55026455
ORD101073,24-06-2021,28-06-2021,CUST1474,South,Consumer,Furniture,Chairs,4,33.19,132.76,0,13.58,2021,01-06-2021,4,10.22898463
ORD101074,22-04-2020,25-04-2020,CUST1493,South,Consumer,Furniture,Chairs,1,74.25,74.25,0.2,-3.97,2020,01-04-2020,3,-5.346801347
ORD101075,25-01-2023,28-01-2023,CUST1382,Central,Consumer,Office Supplies,Labels,3,38.07,114.21,0.05,10.71,2023,01-01-2023,3,9.377462569
ORD101076,28-04-2019,30-04-2019,CUST1096,West,Consumer,Technology,Phones,8,114.07,912.56,0.2,67.43,2019,01-04-2019,2,7.389103182
ORD101077,06-08-2020,10-08-2020,CUST1382,West,Consumer,Technology,Copiers,3,62.11,186.33,0,45.91,2020,01-08-2020,4,24.6390812
ORD101078,07-10-2023,10-10-2023,CUST1352,East,Consumer,Technology,Phones,5,66.32,331.6,0.1,51.87,2023,01-10-2023,3,15.64234017
ORD101079,02-11-2023,04-11-2023,CUST1163,East,Corporate,Office Supplies,Binders,5,13.22,66.1,0.15,6.47,2023,01-11-2023,2,9.788199697
ORD101080,31-08-2019,01-09-2019,CUST1371,East,Consumer,Technology,Copiers,8,63.8,510.4,0.2,37.33,2019,01-08-2019,1,7.313871473
ORD101081,12-02-2019,14-02-2019,CUST1448,West,Consumer,Technology,Phones,9,86.28,776.52,0,149.95,2019,01-02-2019,2,19.31051357
ORD101082,26-01-2021,31-01-2021,CUST1059,East,Consumer,Technology,Phones,6,74.99,449.94,0.2,30.97,2021,01-01-2021,5,6.883139974
ORD101083,10-02-2022,11-02-2022,CUST1235,Central,Consumer,Furniture,Bookcases,9,38.94,350.46,0.15,-2.9,2022,01-02-2022,1,-0.827483878
ORD101084,17-09-2021,19-09-2021,CUST1118,East,Corporate,Technology,Phones,5,49.98,249.9,0,48.44,2021,01-09-2021,2,19.3837535
ORD101085,06-12-2024,10-12-2024,CUST1024,Central,Consumer,Office Supplies,Paper,7,3.23,22.61,0.15,4.71,2024,01-12-2024,4,20.83149049
ORD101086,18-01-2019,20-01-2019,CUST1091,West,Home Office,Furniture,Chairs,4,71.56,286.24,0.2,-14.1,2019,01-01-2019,2,-4.925936277
ORD101087,28-04-2024,01-05-2024,CUST1463,South,Corporate,Office Supplies,Paper,4,29.52,118.08,0,12.25,2024,01-04-2024,3,10.37432249
ORD101088,10-01-2021,13-01-2021,CUST1048,South,Consumer,Furniture,Furnishings,5,48.91,244.55,0,15.23,2021,01-01-2021,3,6.227765283
ORD101089,28-07-2023,30-07-2023,CUST1051,East,Consumer,Office Supplies,Pens,9,44.47,400.23,0.15,10.35,2023,01-07-2023,2,2.586013043
ORD101090,10-07-2020,15-07-2020,CUST1335,Central,Consumer,Technology,Copiers,9,19.51,175.59,0,39.1,2020,01-07-2020,5,22.2677829
ORD101091,03-12-2019,05-12-2019,CUST1298,South,Consumer,Office Supplies,Binders,5,7.49,37.45,0.15,6.25,2019,01-12-2019,2,16.68891856
ORD101092,01-07-2022,02-07-2022,CUST1082,West,Consumer,Technology,Computers,3,69.42,208.26,0.05,33.58,2022,01-07-2022,1,16.12407567
ORD101093,19-10-2023,25-10-2023,CUST1258,South,Home Office,Office Supplies,Binders,6,44.79,268.74,0.05,25.16,2023,01-10-2023,6,9.362208826
ORD101094,04-01-2021,08-01-2021,CUST1386,East,Consumer,Office Supplies,Labels,5,40.75,203.75,0.15,3.98,2021,01-01-2021,4,1.953374233
ORD101095,15-12-2019,17-12-2019,CUST1398,South,Corporate,Office Supplies,Labels,9,36.63,329.67,0,39.77,2019,01-12-2019,2,12.06357873
ORD101096,22-11-2020,25-11-2020,CUST1146,Central,Consumer,Office Supplies,Paper,8,100.85,806.8,0.1,47.52,2020,01-11-2020,3,5.889935548
ORD101097,17-05-2020,20-05-2020,CUST1145,South,Consumer,Office Supplies,Labels,4,29.55,118.2,0.2,-2.44,2020,01-05-2020,3,-2.0642978
ORD101098,23-01-2022,25-01-2022,CUST1245,Central,Consumer,Technology,Computers,6,84.12,504.72,0.15,50.74,2022,01-01-2022,2,10.05309875
ORD101099,15-07-2023,22-07-2023,CUST1223,West,Corporate,Furniture,Bookcases,5,114.27,571.35,0,36.53,2023,01-07-2023,7,6.393629124
ORD101100,15-05-2020,19-05-2020,CUST1148,West,Corporate,Office Supplies,Labels,3,11.98,35.94,0,1.45,2020,01-05-2020,4,4.034501948
ORD101101,02-05-2019,03-05-2019,CUST1131,East,Consumer,Office Supplies,Binders,4,6.77,27.08,0,5.27,2019,01-05-2019,1,19.46085672
ORD101102,03-01-2021,06-01-2021,CUST1499,West,Consumer,Office Supplies,Pens,3,91.68,275.04,0.15,-0.92,2021,01-01-2021,3,-0.3344968
ORD101103,30-01-2020,01-02-2020,CUST1045,South,Consumer,Technology,Computers,3,20.18,60.54,0.2,4.9,2020,01-01-2020,2,8.093822266
ORD101104,01-08-2024,02-08-2024,CUST1073,Central,Corporate,Technology,Copiers,3,91.73,275.19,0.15,21.14,2024,01-08-2024,1,7.681965188
ORD101105,14-03-2019,15-03-2019,CUST1332,South,Home Office,Furniture,Chairs,1,67.12,67.12,0,14.22,2019,01-03-2019,1,21.18593564
ORD101106,21-04-2023,22-04-2023,CUST1100,South,Consumer,Technology,Computers,7,67.99,475.93,0,101.69,2023,01-04-2023,1,21.36658752
ORD101107,25-12-2020,27-12-2020,CUST1073,West,Consumer,Technology,Copiers,6,97.74,586.44,0,116.78,2020,01-12-2020,2,19.91337562
ORD101108,03-07-2022,08-07-2022,CUST1440,East,Consumer,Technology,Computers,1,81.29,81.29,0.1,20.01,2022,01-07-2022,5,24.61557387
ORD101109,08-04-2024,10-04-2024,CUST1423,East,Consumer,Technology,Accessories,5,55.27,276.35,0.1,34.2,2024,01-04-2024,2,12.37561064
ORD101110,28-03-2023,04-04-2023,CUST1336,Central,Consumer,Technology,Copiers,8,48.61,388.88,0,74.22,2023,01-03-2023,7,19.0855791
ORD101111,04-07-2019,08-07-2019,CUST1151,Central,Corporate,Office Supplies,Pens,8,13.87,110.96,0.15,-3.66,2019,01-07-2019,4,-3.298485941
ORD101112,21-04-2019,25-04-2019,CUST1012,South,Consumer,Technology,Copiers,5,48.08,240.4,0.05,43.36,2019,01-04-2019,4,18.03660566
ORD101113,03-01-2023,05-01-2023,CUST1459,West,Consumer,Office Supplies,Binders,9,37.78,340.02,0.2,-2.25,2023,01-01-2023,2,-0.661725781
ORD101114,02-07-2022,03-07-2022,CUST1474,Central,Consumer,Technology,Phones,6,63.54,381.24,0,73.54,2022,01-07-2022,1,19.28968629
ORD101115,22-03-2019,24-03-2019,CUST1046,South,Corporate,Technology,Phones,5,55.37,276.85,0.1,34.94,2019,01-03-2019,2,12.62055265
ORD101116,09-10-2024,11-10-2024,CUST1164,East,Corporate,Furniture,Bookcases,5,16.56,82.8,0.15,0.96,2024,01-10-2024,2,1.15942029
ORD101117,02-04-2019,04-04-2019,CUST1011,South,Consumer,Furniture,Furnishings,7,9.91,69.37,0,-0.8,2019,01-04-2019,2,-1.153236269
ORD101118,23-06-2024,24-06-2024,CUST1269,Central,Consumer,Office Supplies,Paper,4,24.61,98.44,0.2,2.46,2024,01-06-2024,1,2.498984153
ORD101119,22-10-2022,24-10-2022,CUST1105,Central,Home Office,Office Supplies,Pens,3,8.7,26.1,0,3.47,2022,01-10-2022,2,13.29501916
ORD101120,28-07-2024,01-08-2024,CUST1019,West,Consumer,Technology,Phones,8,80.84,646.72,0,135,2024,01-07-2024,4,20.87456705
ORD101121,02-05-2022,04-05-2022,CUST1231,West,Corporate,Furniture,Furnishings,6,39.9,239.4,0,19.2,2022,01-05-2022,2,8.020050125
ORD101122,24-01-2020,28-01-2020,CUST1379,East,Consumer,Technology,Copiers,7,124.23,869.61,0.15,97.22,2020,01-01-2020,4,11.17972424
ORD101123,30-04-2024,04-05-2024,CUST1159,East,Corporate,Office Supplies,Pens,3,37.52,112.56,0.05,16.72,2024,01-04-2024,4,14.85429993
ORD101124,29-08-2024,01-09-2024,CUST1335,Central,Consumer,Furniture,Furnishings,6,41.24,247.44,0.1,-0.81,2024,01-08-2024,3,-0.327352085
ORD101125,26-10-2021,27-10-2021,CUST1165,West,Home Office,Technology,Computers,2,186.68,373.36,0.2,29.38,2021,01-10-2021,1,7.86908078
ORD101126,15-10-2024,16-10-2024,CUST1115,West,Corporate,Furniture,Furnishings,2,22.25,44.5,0.2,-1.9,2024,01-10-2024,1,-4.269662921
ORD101127,29-03-2024,30-03-2024,CUST1004,East,Consumer,Office Supplies,Labels,3,21.91,65.73,0.05,5.89,2024,01-03-2024,1,8.960900654
ORD101128,09-03-2024,10-03-2024,CUST1176,Central,Corporate,Office Supplies,Paper,6,34.65,207.9,0.1,12.53,2024,01-03-2024,1,6.026936027
ORD101129,29-07-2022,03-08-2022,CUST1093,West,Corporate,Furniture,Chairs,7,55.4,387.8,0.05,21.86,2022,01-07-2022,5,5.636926251
ORD101130,21-03-2022,26-03-2022,CUST1156,West,Consumer,Technology,Copiers,7,135.21,946.47,0,184.91,2022,01-03-2022,5,19.53680518
ORD101131,06-09-2020,07-09-2020,CUST1486,Central,Consumer,Office Supplies,Paper,1,15.8,15.8,0.15,-3.77,2020,01-09-2020,1,-23.86075949
ORD101132,22-11-2023,23-11-2023,CUST1389,West,Consumer,Office Supplies,Binders,9,13.23,119.07,0,15.78,2023,01-11-2023,1,13.25270849
ORD101133,30-04-2019,04-05-2019,CUST1008,West,Corporate,Office Supplies,Pens,9,68.54,616.86,0,72.46,2019,01-04-2019,4,11.74658756
ORD101134,13-06-2024,15-06-2024,CUST1433,East,Consumer,Technology,Phones,3,123.11,369.33,0.05,62.33,2024,01-06-2024,2,16.87650611
ORD101135,18-09-2019,20-09-2019,CUST1049,Central,Corporate,Furniture,Furnishings,2,20.06,40.12,0,2.05,2019,01-09-2019,2,5.109670987
ORD101136,14-06-2023,17-06-2023,CUST1088,West,Consumer,Furniture,Tables,5,31.29,156.45,0.2,-17.14,2023,01-06-2023,3,-10.95557686
ORD101137,11-08-2024,12-08-2024,CUST1141,South,Home Office,Furniture,Bookcases,6,13.71,82.26,0,1.64,2024,01-08-2024,1,1.99367858
ORD101138,15-05-2020,16-05-2020,CUST1102,Central,Corporate,Technology,Copiers,2,73.37,146.74,0.2,12.85,2020,01-05-2020,1,8.756985144
ORD101139,17-05-2023,19-05-2023,CUST1007,South,Consumer,Furniture,Tables,8,82.58,660.64,0,56.28,2023,01-05-2023,2,8.519011867
ORD101140,18-12-2020,20-12-2020,CUST1342,South,Consumer,Office Supplies,Pens,8,22.15,177.2,0.15,8.82,2020,01-12-2020,2,4.977426637
ORD101141,18-08-2019,23-08-2019,CUST1353,East,Consumer,Technology,Copiers,7,97.61,683.27,0.1,94.05,2019,01-08-2019,5,13.76469039
ORD101142,29-04-2024,29-04-2024,CUST1085,West,Consumer,Technology,Copiers,5,54.64,273.2,0.2,27.55,2024,01-04-2024,0,10.08418741
ORD101143,15-02-2023,20-02-2023,CUST1112,East,Corporate,Furniture,Chairs,5,24.14,120.7,0.2,-5.51,2023,01-02-2023,5,-4.565037283
ORD101144,12-08-2019,16-08-2019,CUST1348,Central,Consumer,Technology,Accessories,4,100.71,402.84,0.05,72.91,2019,01-08-2019,4,18.09899712
ORD101145,26-01-2023,29-01-2023,CUST1200,West,Home Office,Furniture,Chairs,9,20.16,181.44,0.1,-3.95,2023,01-01-2023,3,-2.177028219
ORD101146,02-02-2019,07-02-2019,CUST1418,Central,Consumer,Furniture,Furnishings,1,85.38,85.38,0,1.35,2019,01-02-2019,5,1.58116655
ORD101147,03-05-2022,05-05-2022,CUST1436,South,Corporate,Office Supplies,Paper,5,9.49,47.45,0.2,-6.2,2022,01-05-2022,2,-13.06638567
ORD101148,23-07-2023,24-07-2023,CUST1497,East,Corporate,Technology,Copiers,1,159.89,159.89,0.1,27.3,2023,01-07-2023,1,17.07423854
ORD101149,13-04-2024,16-04-2024,CUST1214,South,Home Office,Technology,Copiers,1,44.9,44.9,0,16.02,2024,01-04-2024,3,35.67928731
ORD101150,18-10-2020,19-10-2020,CUST1268,Central,Consumer,Technology,Phones,6,84.11,504.66,0.2,41.86,2020,01-10-2020,1,8.294693457
ORD101151,31-08-2022,03-09-2022,CUST1041,East,Corporate,Technology,Phones,9,135.66,1220.94,0,244.02,2022,01-08-2022,3,19.98624011
ORD101152,22-12-2023,23-12-2023,CUST1198,East,Consumer,Technology,Accessories,2,41.71,83.42,0.2,10.76,2023,01-12-2023,1,12.89858547
ORD101153,05-06-2022,06-06-2022,CUST1105,East,Consumer,Office Supplies,Binders,2,21.62,43.24,0.15,-2.14,2022,01-06-2022,1,-4.949121184
ORD101154,16-06-2020,17-06-2020,CUST1277,Central,Consumer,Furniture,Furnishings,2,18.07,36.14,0.2,6.82,2020,01-06-2020,1,18.871057
ORD101155,30-06-2020,30-06-2020,CUST1025,Central,Consumer,Office Supplies,Pens,5,35.2,176,0.1,10.1,2020,01-06-2020,0,5.738636364
ORD101156,14-02-2023,17-02-2023,CUST1461,West,Consumer,Office Supplies,Labels,8,35.69,285.52,0,33.77,2023,01-02-2023,3,11.82754273
ORD101157,25-07-2021,27-07-2021,CUST1086,West,Consumer,Furniture,Furnishings,3,8.88,26.64,0,-4.63,2021,01-07-2021,2,-17.37987988
ORD101158,23-07-2019,26-07-2019,CUST1302,Central,Consumer,Office Supplies,Labels,9,5.35,48.15,0.05,1.01,2019,01-07-2019,3,2.09761163
ORD101159,27-11-2020,29-11-2020,CUST1151,East,Corporate,Furniture,Chairs,7,37.68,263.76,0.1,-3.74,2020,01-11-2020,2,-1.417955717
ORD101160,02-02-2024,02-02-2024,CUST1352,East,Consumer,Furniture,Furnishings,9,70.95,638.55,0,46.81,2024,01-02-2024,0,7.330671052
ORD101161,19-02-2021,26-02-2021,CUST1151,Central,Corporate,Furniture,Bookcases,2,38.77,77.54,0.1,5.85,2021,01-02-2021,7,7.544493165
ORD101162,17-06-2020,19-06-2020,CUST1056,West,Home Office,Office Supplies,Paper,7,74.2,519.4,0.05,46.18,2020,01-06-2020,2,8.891028109
ORD101163,14-02-2021,16-02-2021,CUST1150,West,Consumer,Office Supplies,Labels,6,35.05,210.3,0.05,19.92,2021,01-02-2021,2,9.472182596
ORD101164,22-08-2021,25-08-2021,CUST1433,Central,Consumer,Technology,Accessories,7,120.8,845.6,0.2,57.54,2021,01-08-2021,3,6.804635762
ORD101165,20-02-2024,23-02-2024,CUST1252,West,Home Office,Office Supplies,Labels,1,24.65,24.65,0.2,-2.84,2024,01-02-2024,3,-11.52129817
ORD101166,17-06-2023,22-06-2023,CUST1429,South,Corporate,Technology,Computers,4,101.22,404.88,0.05,76.41,2023,01-06-2023,5,18.87225845
ORD101167,27-10-2019,02-11-2019,CUST1457,East,Consumer,Office Supplies,Binders,2,29.47,58.94,0,12.49,2019,01-10-2019,6,21.19104174
ORD101168,12-04-2024,14-04-2024,CUST1257,East,Consumer,Furniture,Chairs,2,5.94,11.88,0.15,-2.84,2024,01-04-2024,2,-23.90572391
ORD101169,10-04-2023,15-04-2023,CUST1216,Central,Consumer,Office Supplies,Labels,1,25.59,25.59,0.15,8.53,2023,01-04-2023,5,33.33333333
ORD101170,18-06-2019,20-06-2019,CUST1272,West,Consumer,Technology,Copiers,3,92.73,278.19,0.05,45.85,2019,01-06-2019,2,16.48154139
ORD101171,01-04-2024,02-04-2024,CUST1308,South,Consumer,Office Supplies,Pens,4,39.53,158.12,0,21.19,2024,01-04-2024,1,13.40121427
ORD101172,07-07-2022,07-07-2022,CUST1490,South,Home Office,Office Supplies,Paper,1,22.15,22.15,0.05,5.21,2022,01-07-2022,0,23.5214447
ORD101173,16-01-2023,19-01-2023,CUST1192,Central,Corporate,Furniture,Bookcases,9,7.4,66.6,0.05,4.45,2023,01-01-2023,3,6.681681682
ORD101174,18-10-2024,22-10-2024,CUST1332,Central,Corporate,Office Supplies,Paper,1,29.47,29.47,0.1,-0.24,2024,01-10-2024,4,-0.814387513
ORD101175,11-09-2020,14-09-2020,CUST1480,East,Consumer,Technology,Computers,7,21.81,152.67,0,28.91,2020,01-09-2020,3,18.93626777
ORD101176,30-07-2021,02-08-2021,CUST1437,Central,Consumer,Office Supplies,Labels,5,68,340,0.1,19.1,2021,01-07-2021,3,5.617647059
ORD101177,23-11-2023,23-11-2023,CUST1434,East,Consumer,Office Supplies,Labels,6,46.96,281.76,0.2,-0.39,2023,01-11-2023,0,-0.138415673
ORD101178,10-06-2024,12-06-2024,CUST1354,West,Consumer,Technology,Phones,4,11.29,45.16,0,7.85,2024,01-06-2024,2,17.3826395
ORD101179,14-04-2021,20-04-2021,CUST1002,West,Corporate,Furniture,Tables,4,26.7,106.8,0.05,1.49,2021,01-04-2021,6,1.395131086
ORD101180,19-05-2021,21-05-2021,CUST1394,West,Consumer,Technology,Phones,5,70.43,352.15,0,70.64,2021,01-05-2021,2,20.05963368
ORD101181,05-10-2021,08-10-2021,CUST1158,Central,Consumer,Technology,Phones,5,54.96,274.8,0.2,26.88,2021,01-10-2021,3,9.781659389
ORD101182,14-05-2020,14-05-2020,CUST1123,Central,Consumer,Office Supplies,Binders,7,20.98,146.86,0,22.92,2020,01-05-2020,0,15.60670026
ORD101183,29-02-2024,03-03-2024,CUST1216,South,Corporate,Furniture,Furnishings,8,24.64,197.12,0.05,15.22,2024,01-02-2024,3,7.721185065
ORD101184,24-01-2019,28-01-2019,CUST1010,South,Consumer,Office Supplies,Binders,5,8.28,41.4,0.2,-1.17,2019,01-01-2019,4,-2.826086957
ORD101185,13-06-2020,16-06-2020,CUST1333,Central,Consumer,Office Supplies,Binders,5,41.4,207,0,20.49,2020,01-06-2020,3,9.898550725
ORD101186,17-10-2019,26-10-2019,CUST1254,East,Consumer,Technology,Computers,4,178.78,715.12,0,148.51,2019,01-10-2019,9,20.76714398
ORD101187,10-09-2021,13-09-2021,CUST1066,East,Consumer,Furniture,Furnishings,4,2.61,10.44,0,7.01,2021,01-09-2021,3,67.14559387
ORD101188,29-10-2020,30-10-2020,CUST1383,Central,Corporate,Office Supplies,Labels,2,17.75,35.5,0.2,-2.57,2020,01-10-2020,1,-7.23943662
ORD101189,23-09-2020,25-09-2020,CUST1394,South,Corporate,Office Supplies,Labels,1,46.51,46.51,0.05,14.5,2020,01-09-2020,2,31.17609116
ORD101190,21-06-2020,23-06-2020,CUST1442,Central,Consumer,Office Supplies,Binders,4,24.25,97,0.1,6.98,2020,01-06-2020,2,7.195876289
ORD101191,30-12-2023,01-01-2024,CUST1080,Central,Consumer,Furniture,Furnishings,6,16.57,99.42,0.1,0.2,2023,01-12-2023,2,0.201166767
ORD101192,05-01-2020,10-01-2020,CUST1228,West,Consumer,Technology,Copiers,5,47.79,238.95,0.1,30.71,2020,01-01-2020,5,12.8520611
ORD101193,16-01-2020,21-01-2020,CUST1130,South,Corporate,Office Supplies,Pens,4,2.16,8.64,0.2,-3.83,2020,01-01-2020,5,-44.3287037
ORD101194,27-09-2020,30-09-2020,CUST1054,Central,Consumer,Furniture,Chairs,1,71.88,71.88,0,10.96,2020,01-09-2020,3,15.24763495
ORD101195,10-05-2024,13-05-2024,CUST1297,Central,Corporate,Office Supplies,Paper,7,0.2,1.4,0.15,-5.99,2024,01-05-2024,3,-427.8571429
ORD101196,18-10-2023,20-10-2023,CUST1366,East,Home Office,Office Supplies,Binders,2,34.7,69.4,0.15,-0.89,2023,01-10-2023,2,-1.282420749
ORD101197,16-03-2020,19-03-2020,CUST1332,East,Consumer,Technology,Computers,8,193.81,1550.48,0.2,125.58,2020,01-03-2020,3,8.099427274
ORD101198,03-11-2021,05-11-2021,CUST1318,East,Consumer,Office Supplies,Binders,1,43.9,43.9,0.2,-7.48,2021,01-11-2021,2,-17.03872437
ORD101199,10-03-2024,10-03-2024,CUST1006,South,Consumer,Office Supplies,Paper,8,33.96,271.68,0.1,11.09,2024,01-03-2024,0,4.082008245
ORD101200,04-05-2022,05-05-2022,CUST1253,South,Corporate,Office Supplies,Labels,5,7.94,39.7,0.05,2.22,2022,01-05-2022,1,5.591939547
ORD101201,30-10-2022,03-11-2022,CUST1150,West,Consumer,Furniture,Tables,3,15.37,46.11,0.2,-6.99,2022,01-10-2022,4,-15.15940143
ORD101202,28-11-2021,30-11-2021,CUST1469,South,Consumer,Furniture,Chairs,1,26.21,26.21,0,1.28,2021,01-11-2021,2,4.883632201
ORD101203,06-06-2023,09-06-2023,CUST1489,South,Consumer,Office Supplies,Paper,7,18.9,132.3,0.1,8.23,2023,01-06-2023,3,6.220710506
ORD101204,16-06-2024,19-06-2024,CUST1132,South,Corporate,Office Supplies,Pens,8,100.34,802.72,0,89.8,2024,01-06-2024,3,11.18696432
ORD101205,27-05-2020,01-06-2020,CUST1417,East,Corporate,Office Supplies,Paper,5,6.32,31.6,0.2,-2.38,2020,01-05-2020,5,-7.53164557
ORD101206,09-02-2021,12-02-2021,CUST1292,South,Corporate,Furniture,Tables,4,2.85,11.4,0.2,-3.14,2021,01-02-2021,3,-27.54385965
ORD101207,17-09-2021,18-09-2021,CUST1278,East,Consumer,Office Supplies,Paper,4,13.43,53.72,0.1,4.08,2021,01-09-2021,1,7.594936709
ORD101208,29-08-2020,31-08-2020,CUST1376,East,Consumer,Technology,Phones,4,66.55,266.2,0,50.24,2020,01-08-2020,2,18.8730278
ORD101209,29-12-2023,31-12-2023,CUST1265,East,Home Office,Furniture,Furnishings,9,8.36,75.24,0.15,-5.26,2023,01-12-2023,2,-6.990962254
ORD101210,20-09-2021,22-09-2021,CUST1035,East,Consumer,Office Supplies,Labels,1,58.18,58.18,0,18.04,2021,01-09-2021,2,31.00721898
ORD101211,04-11-2023,07-11-2023,CUST1236,Central,Consumer,Furniture,Furnishings,7,75.77,530.39,0.1,15.26,2023,01-11-2023,3,2.877128151
ORD101212,14-06-2024,15-06-2024,CUST1443,West,Corporate,Technology,Computers,6,149.22,895.32,0.15,92.9,2024,01-06-2024,1,10.37617835
ORD101213,19-03-2019,20-03-2019,CUST1337,East,Consumer,Office Supplies,Pens,3,45.08,135.24,0.2,7.56,2019,01-03-2019,1,5.590062112
ORD101214,05-09-2023,08-09-2023,CUST1198,South,Corporate,Furniture,Chairs,4,19.43,77.72,0.2,0.76,2023,01-09-2023,3,0.977869274
ORD101215,21-11-2022,22-11-2022,CUST1068,East,Consumer,Office Supplies,Labels,6,22.52,135.12,0.2,-6.08,2022,01-11-2022,1,-4.499703967
ORD101216,26-02-2021,28-02-2021,CUST1117,West,Consumer,Technology,Computers,5,48.13,240.65,0.15,25.33,2021,01-02-2021,2,10.52565967
ORD101217,21-10-2022,26-10-2022,CUST1064,West,Home Office,Furniture,Furnishings,6,3.74,22.44,0.2,-1.55,2022,01-10-2022,5,-6.907308378
ORD101218,18-05-2023,20-05-2023,CUST1208,South,Corporate,Furniture,Bookcases,1,1.87,1.87,0,4,2023,01-05-2023,2,213.9037433
ORD101219,28-04-2021,30-04-2021,CUST1115,South,Consumer,Office Supplies,Binders,7,9.02,63.14,0,3.52,2021,01-04-2021,2,5.574912892
ORD101220,02-10-2020,05-10-2020,CUST1312,South,Home Office,Technology,Phones,9,62.12,559.08,0.1,81.09,2020,01-10-2020,3,14.50418545
ORD101221,28-05-2022,29-05-2022,CUST1074,East,Consumer,Office Supplies,Binders,9,51.52,463.68,0.05,33.51,2022,01-05-2022,1,7.226966874
ORD101222,02-01-2023,03-01-2023,CUST1163,East,Corporate,Technology,Accessories,7,62.74,439.18,0.05,85.26,2023,01-01-2023,1,19.41345234
ORD101223,30-10-2023,31-10-2023,CUST1214,East,Consumer,Office Supplies,Paper,7,10.68,74.76,0.1,7.07,2023,01-10-2023,1,9.456928839
ORD101224,22-11-2021,26-11-2021,CUST1065,East,Corporate,Furniture,Bookcases,5,107.15,535.75,0.15,-5.59,2021,01-11-2021,4,-1.043397107
ORD101225,31-12-2021,02-01-2022,CUST1158,East,Home Office,Furniture,Chairs,5,80.6,403,0.1,3.2,2021,01-12-2021,2,0.794044665
ORD101226,16-02-2024,16-02-2024,CUST1409,East,Corporate,Furniture,Chairs,4,82.55,330.2,0.15,-3.22,2024,01-02-2024,0,-0.975166566
